port,bytes,packets
80,413,46
80,646,44
3306,2372,49
25,1065,85
23,1606,89
53,3896,90
80,977,50
443,2575,28
80,3372,39
53,887,48
443,681947,492
20,4066,85
53,1181,24
22,3969,16
53,1262,7
22,3060,16
443,1346,7
3306,3624,37
80,4769,13
3306,930,2
443,2285,24
22,4936,2
22,3534,49
3306,585,47
3306,3403,37
3306,1621,25
22,4348,9
3306,2080,12
53,2458,7
3306,4158,49
80,4543,1
22,769,29
443,4218,22
80,1540,47
3306,2252,3
443,2470,28
22,4130,38
3306,2176,17
53,333,35
23,1754,118
53,4194,29
3306,3372,47
3306,3854,50
443,1489,1
3306,4175,10
53,3434,19
22,1266,26
3306,229,30
22,4916,11
22,980,22
22,3428,12
22,3129,43
80,1389,35
22,31653,249
443,3185,37
22,3531,41
3306,278,47
443,733,1
22,59168,247
80,1174,46
22,4258,11
80,2987,18
443,575154,405
443,2057,12
22,973,30
3306,3551,31
3306,3988,44
53,4823,11
53,1898,26
53,3741,26
443,446141,632
80,124286,1130
443,1093,42
22,101,43
3306,3264,14
53,1105,48
443,641895,350
53,881,25
53,1558,11
443,1630,24
22,58934,215
22,1023,7
80,101153,1028
443,4779,8
443,360,15
443,1806,2
21,4069,77
53,551,33
3306,4715,42
80,1773,6
22,1316,31
443,4785,4
443,3057,40
53,4529,8
80,2369,47
25,1776,109
80,279,14
3306,3616,33
22,2345,29
80,193416,912
22,1864,48
80,2159,24
443,1505,42
80,143955,1444
22,32870,238
80,172983,939
3306,4869,26
80,3237,33
53,2974,14
22,3111,44
443,2051,18
53,2585,17
80,1576,50
443,4108,19
53,4930,30
53,3537,41
22,2047,9
3306,473,17
3306,1361,46
22,1679,46
80,4383,20
22,2233,14
53,2881,3
80,142156,1442
3306,1478,29
80,280991,1398
53,2681,4
22,4267,46
80,219623,1195
443,1823,5
443,3977,24
80,3675,43
53,1783,12
22,3152,43
443,4930,12
3306,3568,34
53,3311,5
22,4154,15
3306,3805,33
22,4781,11
443,1012,9
80,567,39
22,34673,249
53,1027,2
3306,924,1
22,3933,12
22,1146,49
80,3117,32
22,29049,206
53,4910,24
3306,4051,9
443,1832,30
22,104,12
443,624953,652
443,1483,33
22,3487,22
80,388,24
443,4791,36
21,1374,111
3306,3128,31
3306,2687,38
53,293,47
443,497426,476
443,4104,48
53,3783,47
443,535085,331
53,2241,37
3306,2809,8
80,170803,938
443,3869,36
80,4622,47
22,35229,238
443,4598,17
22,3235,21
22,3854,35
80,131995,1391
3306,1395,5
22,1743,5
443,2421,21
53,4820,23
22,660,43
22,4046,32
53,4166,8
22,2172,31
443,634090,676
22,27237,203
22,2571,14
3306,1793,2
22,829,48
443,4405,38
22,1691,19
3306,3622,21
443,313,5
23,4213,63
443,322740,686
80,239071,1110
443,3597,23
443,1014,25
3306,340,2
80,2220,4
443,4145,14
80,239185,1344
443,4054,7
80,2709,28
3306,764,6
443,4841,26
443,942,40
3306,4561,18
3306,2680,33
22,842,21
110,4840,83
443,455795,417
80,1589,86
443,661,26
443,521241,423
443,672958,520
443,2517,46
443,1390,10
80,3875,16
3306,2159,31
443,4473,28
443,4121,35
53,2322,43
3306,2380,23
22,4253,45
80,4476,9
80,1314,15
3306,1850,11
443,357739,424
443,535265,663
443,2366,37
53,139,36
443,2930,18
53,1115,5
443,681300,308
3306,1616,36
53,3715,36
22,3713,26
53,1721,10
53,727,12
80,1691,48
80,4839,28
443,1180,67
53,4953,45
80,4416,42
53,2104,26
53,3720,8
443,1439,101
22,2758,12
3306,1309,28
80,318,41
443,162,11
3306,2299,32
22,2250,17
443,2929,73
443,402,16
22,4662,29
80,2094,49
3306,1118,23
443,3962,37
53,4175,39
80,1356,50
22,4619,49
53,2478,47
80,1498,8
53,888,43
443,589385,577
22,3496,11
3306,3973,40
443,2484,35
22,53377,240
22,2272,7
3306,4209,32
53,2131,13
3306,2028,26
3306,2755,1
25,3991,67
443,3909,19
80,3294,9
80,1710,26
80,2502,8
22,375,22
3306,3322,10
3306,1580,19
3306,3316,15
443,1910,20
3306,225,50
443,618,8
25,3873,87
3306,2891,10
80,4612,3
22,2096,35
80,4573,38
80,193534,1484
22,264,19
3306,1680,24
3306,4592,1
53,1955,2
80,2275,27
3306,4881,12
443,1202,14
53,135,35
22,33728,217
80,1545,29
22,32183,245
3306,4467,3
53,3291,21
80,1058,2
443,551082,367
143,1845,65
443,1108,47
80,3065,26
53,3835,14
443,1901,17
53,1722,42
443,2111,116
3306,4761,17
443,2383,15
80,1321,43
3306,965,7
3306,232,3
22,4205,13
22,4521,47
22,4807,41
80,2099,50
22,4972,42
443,2524,74
443,2721,29
80,1573,107
22,45506,248
80,4050,9
22,41228,246
22,49896,236
22,1199,35
3306,699,24
53,3701,25
22,30913,230
443,402,32
80,4248,15
443,3314,2
3306,532,12
80,1508,39
22,4971,4
80,1676,15
80,3807,1
22,2817,49
22,1906,34
80,286593,1253
443,1484,42
443,4657,2
80,319,33
22,49237,201
53,3459,35
22,41526,181
3306,3887,21
53,1746,30
53,2643,45
22,3636,6
22,1302,33
80,1725,42
22,49504,200
22,4960,38
53,2952,24
443,1877,49
22,859,37
22,49727,231
22,4152,29
22,28805,235
443,614694,344
443,1343,29
53,4985,11
53,1912,9
443,613035,328
3306,4725,12
22,49024,220
80,2946,6
80,4282,30
53,3372,35
22,2613,24
80,2981,4
80,1859,42
443,434028,525
22,4978,21
23,4487,75
443,378515,650
22,4449,40
443,1185,35
53,2475,8
3306,4410,1
22,42625,188
22,636,6
3306,1810,39
22,48025,250
20,1274,62
53,4796,30
80,141670,1112
443,3932,17
3306,1915,25
22,2069,47
80,108188,1448
53,4578,14
53,4558,2
80,142857,1203
80,2651,33
80,4725,24
22,3990,44
80,1454,26
53,375,11
443,1357,3
443,4450,5
443,2029,4
3306,3426,20
3306,4418,32
80,3316,33
3306,1940,42
443,670037,652
443,2603,49
80,2211,29
3306,566,39
22,4299,41
23,3546,118
443,868,23
80,1849,13
443,208,46
22,3711,36
22,4031,15
3306,3601,47
80,2887,1
443,4343,6
3306,1265,34
80,256197,1027
22,4997,48
443,3355,1
3306,3635,25
3306,4215,26
80,1667,49
80,2709,12
53,287,31
443,2249,24
3306,656,27
3306,3320,45
22,32871,230
80,3824,25
143,4116,68
3306,3964,7
22,1518,27
3306,4706,47
22,851,12
22,2679,38
53,2768,1
22,4288,5
443,312453,338
3306,579,39
22,2006,33
80,494,4
443,1859,36
53,1005,120
3306,4668,29
443,4763,26
80,3564,22
443,2738,19
443,261,21
22,1193,19
443,695264,371
3306,4065,2
80,4463,50
443,2703,35
443,341254,543
3306,1096,2
443,1250,16
22,3777,18
3306,1603,18
80,263084,1063
80,597,47
443,4992,33
443,478564,508
22,424,16
22,31573,226
80,301,22
443,2298,13
3306,4387,11
53,346,3
53,4339,27
443,1050,6
80,1871,44
443,3566,46
3306,4707,33
53,1623,20
80,255877,1330
22,2463,43
3306,870,22
80,1877,48
3306,1098,20
22,1576,22
22,2263,7
22,2759,31
22,571,23
443,2377,18
3306,2430,27
3306,2652,35
443,400559,445
80,203787,1126
80,2367,2
3306,657,31
22,33923,242
22,4492,6
80,3847,17
80,2191,46
443,1078,36
3306,3007,44
3306,3181,35
53,2666,18
80,238800,1416
22,1529,23
22,4266,11
80,2189,40
80,3985,40
3306,1058,4
22,2069,12
53,4199,25
53,1797,4
53,180,37
53,2278,17
22,3970,43
80,2108,19
443,4195,2
80,180695,1129
3306,4588,37
443,2942,39
3306,4816,9
443,394,11
22,736,17
80,1430,28
53,913,34
443,1814,33
22,3820,11
443,4642,30
53,4931,120
3306,4537,29
22,2238,30
22,4911,33
80,104445,1252
443,687473,312
22,46097,246
53,2123,29
53,4198,26
3306,4472,15
53,2734,49
22,2178,16
443,3336,26
22,2018,50
3306,319,36
443,525,41
443,4899,43
22,1161,26
3306,2036,43
53,1251,37
443,3909,46
3306,2448,34
443,4341,50
443,283,8
443,799,41
3306,1728,19
53,4196,49
443,325278,356
22,2967,50
22,36662,244
80,216,43
443,373122,472
80,4594,3
22,2862,6
53,3468,43
443,712,34
22,32137,214
21,3321,69
443,2522,31
80,633,28
80,2784,22
53,4161,11
110,4668,63
80,214668,1417
80,4285,24
53,4183,37
80,440,48
3306,473,1
80,2358,36
80,287790,1201
53,4091,44
80,1393,20
80,3007,13
80,150292,1108
53,2219,37
443,557999,647
443,318179,346
22,56322,211
53,1917,43
3306,1167,47
53,1225,40
22,47603,215
443,3451,49
443,465335,642
53,486,15
443,4841,12
80,278281,1177
443,1303,1
53,2661,37
443,3018,5
443,1809,14
443,4327,43
443,4633,6
80,4276,14
80,2073,35
22,4362,20
3306,2158,38
53,1450,17
80,784,34
443,4984,49
53,4998,9
22,4418,14
80,273338,1376
80,778,42
3306,4954,14
443,2072,4
22,2977,30
3306,4325,28
80,600,1
53,4429,8
443,4232,26
22,48220,232
443,1343,3
3306,2072,34
143,3650,76
3306,4551,17
80,1928,40
22,38189,203
3306,1913,26
23,4318,106
80,2637,18
53,1879,20
53,311,30
80,4613,33
143,2768,96
53,2271,19
80,2917,7
443,3789,96
443,1934,6
80,4428,9
53,844,42
443,1732,46
53,1684,9
22,57002,234
20,1828,112
22,54905,227
80,592,45
53,782,47
443,594616,402
80,2063,46
443,2324,12
443,459051,569
3306,3697,17
22,3762,44
22,458,45
22,2028,32
22,4100,49
3306,1070,10
3306,4855,46
443,4066,21
80,4573,3
3306,1780,42
53,371,11
53,257,36
80,229689,1228
3306,2859,28
53,3994,47
22,45490,229
80,2842,72
22,4616,2
80,1372,3
22,1467,4
443,4538,26
443,3646,1
443,2659,17
443,1142,35
443,2837,40
3306,850,22
443,4041,49
80,4329,3
443,4833,26
80,4899,49
80,219144,1001
443,589449,374
80,292474,1384
22,2973,40
443,825,24
443,2500,12
53,214,10
443,3253,16
3306,855,1
53,2273,13
53,686,11
53,1659,20
443,1974,35
3306,4690,11
53,815,40
3306,576,50
22,4572,21
80,197790,938
53,937,4
80,4825,49
443,1021,42
80,3017,39
80,1757,12
22,1416,20
80,1502,26
53,838,24
22,784,7
3306,628,42
80,4896,21
53,4781,37
80,160802,1296
80,1345,44
3306,3371,33
443,3350,36
80,201976,923
3306,347,17
3306,4066,17
53,3703,33
53,808,33
25,3952,109
3306,489,5
80,225390,1068
3306,4756,49
80,3782,13
22,3787,8
443,1827,14
22,1178,8
22,56251,201
22,4260,36
80,3956,40
80,3676,44
53,3103,24
443,656,6
53,3891,21
80,105421,1065
3306,470,15
80,4329,26
80,3009,32
22,2831,42
22,1186,42
53,4598,20
22,1729,42
80,1703,7
22,53218,223
53,3019,34
22,42041,210
80,267192,1155
80,1835,18
3306,1981,43
3306,4686,15
22,3276,110
80,207251,1241
443,1116,7
3306,2462,16
3306,437,35
443,591853,485
22,3685,33
80,184,10
3306,4630,36
143,4246,100
110,4621,113
80,3171,15
80,132092,1170
80,3114,31
22,26766,249
22,639,27
22,26797,206
443,1377,8
80,1106,22
443,4785,31
443,735,7
80,4540,38
443,2302,10
53,1691,34
443,421717,461
443,2541,40
80,243277,900
53,214,32
143,1916,71
22,1584,44
3306,3967,18
22,4799,14
443,4213,10
3306,348,11
443,2058,50
443,1258,16
3306,412,15
22,1607,36
80,2667,34
3306,1375,28
22,4131,66
80,125319,1165
3306,1356,2
53,115,23
3306,4975,44
22,256,7
443,616316,548
443,1911,22
80,2939,15
443,4342,34
22,30914,216
22,747,50
80,977,37
53,4713,2
80,441,29
22,4719,25
22,53374,231
80,2816,37
3306,677,15
53,3356,66
80,1053,41
80,523,47
22,2774,7
22,2807,47
53,3488,30
80,106776,1245
443,687,38
22,2687,18
3306,2641,30
80,192610,1419
22,572,20
3306,4603,31
22,2162,7
80,111,22
53,4679,45
22,236,28
80,2028,21
53,2327,11
25,3248,65
443,4389,50
443,395429,623
80,220728,970
22,1901,46
21,1596,119
443,2018,44
53,4253,25
3306,1353,14
443,3654,26
3306,628,11
53,3285,15
80,169262,1447
22,3302,68
443,4665,48
53,1556,26
443,2322,26
3306,2946,49
3306,1703,17
3306,4853,46
3306,3237,22
443,3052,44
22,2146,18
443,1518,31
3306,1014,49
22,747,29
53,3900,50
80,4420,23
3306,2277,21
22,3474,45
443,500679,316
80,290513,1433
443,1134,3
3306,2354,6
53,2226,111
22,3293,45
80,152820,1292
80,3646,46
3306,992,15
53,3408,46
80,3692,3
80,158854,1144
80,2100,5
3306,782,37
22,1109,30
80,1062,35
443,4405,44
80,4528,13
53,3850,48
53,588,7
53,2941,42
22,56800,212
22,3140,30
3306,827,21
80,184578,1405
143,4805,98
3306,3460,32
3306,4885,14
443,926,45
80,322,39
53,3580,13
443,444892,520
22,28929,213
3306,3465,19
3306,2568,5
80,1279,26
53,653,8
53,3081,42
3306,1736,19
80,241062,1292
22,2135,9
22,54609,233
443,2617,47
3306,3081,27
22,2598,38
22,1256,39
80,1776,8
22,53448,224
443,406,39
22,37833,230
80,2005,21
443,4920,43
80,834,32
3306,793,37
3306,711,38
22,2205,6
3306,1671,1
3306,2177,42
53,4133,11
80,447,27
22,33410,244
22,4499,31
3306,248,39
3306,4154,40
3306,1367,18
22,1360,44
80,3246,17
110,2571,96
22,27304,204
3306,4250,16
22,737,19
22,188,42
80,4506,25
443,2198,90
3306,3915,17
80,540,34
80,1499,12
53,3439,11
3306,876,10
22,4958,22
80,243,20
443,4696,46
22,4755,19
80,3571,33
443,4516,7
22,37820,205
80,4662,4
53,1854,49
80,2545,2
80,4434,44
3306,1795,7
3306,2639,14
53,4157,35
443,680394,302
443,3568,23
22,4262,4
22,37246,233
3306,579,13
22,1452,24
443,1970,16
443,307421,343
443,455126,362
3306,2517,27
80,1544,36
80,4525,25
443,2716,47
80,693,4
3306,1424,4
80,157069,1086
22,35020,189
22,3500,39
3306,2514,45
80,3749,46
3306,3926,11
22,1703,13
53,4191,1
53,4637,27
80,793,27
21,1716,80
53,2901,37
80,179519,1421
443,2857,37
80,4086,30
80,3101,17
21,2094,106
3306,151,44
3306,3265,46
80,3429,48
80,3470,9
22,2812,11
22,1528,42
53,2851,31
80,245771,901
53,1266,50
3306,3833,25
443,687925,526
443,2399,9
443,4374,38
80,4531,17
443,443819,696
22,1281,12
53,4292,4
443,338951,678
443,482884,506
80,240,26
53,115,1
22,3837,13
22,1283,47
443,606,42
53,2105,9
53,2133,28
3306,4777,4
443,3902,45
53,3265,31
443,1362,47
22,873,26
443,447967,428
22,1804,28
53,1084,25
53,2806,48
3306,3677,45
53,2167,9
22,2104,9
22,2200,21
443,448430,306
443,4376,12
443,3514,21
53,498,21
22,440,16
53,2172,14
443,344110,408
53,3603,34
80,198240,1054
3306,1115,9
3306,1889,34
53,4602,26
3306,1591,45
80,2605,43
22,4140,20
443,4231,26
22,2960,40
443,507,42
443,1505,18
22,45960,214
3306,1105,49
443,4136,11
3306,4531,34
53,880,1
443,335733,688
22,40604,203
53,2499,15
80,2487,31
22,4715,22
22,3870,26
3306,1428,33
80,4218,12
22,3201,10
22,41499,204
3306,3752,35
443,3958,16
22,218,23
53,4975,21
22,971,22
22,446,42
80,2679,34
3306,2054,45
80,4995,12
443,562340,643
80,2559,45
3306,1437,28
80,3834,10
22,762,15
443,2926,45
443,473246,462
22,2149,45
443,1795,11
53,2584,16
53,4886,26
3306,1927,38
80,1931,11
22,48628,225
443,2769,2
22,320,22
53,3534,41
53,4723,30
23,2487,60
22,2588,7
80,239,15
443,560728,447
80,182749,1389
53,2102,2
22,277,10
21,1954,117
53,1515,22
3306,4556,48
22,3264,22
80,2402,7
53,751,12
22,3553,27
80,4245,14
22,2722,25
80,3224,29
3306,4180,14
443,469,11
3306,1208,18
22,2893,28
22,2356,29
22,1191,23
443,765,17
80,764,34
3306,4251,16
443,2334,38
53,4066,21
3306,1639,38
143,1359,109
3306,1602,34
80,3521,25
53,273,25
443,3215,6
3306,3361,2
22,3576,5
443,1640,50
443,1999,46
443,2145,17
443,402416,545
3306,3267,29
53,4644,24
3306,4286,34
443,517638,609
80,129924,1134
80,1174,43
22,2831,9
443,636983,349
80,2396,38
25,3921,69
443,4899,17
80,2185,14
443,4766,28
443,4213,35
3306,3403,9
22,3555,74
443,384823,484
3306,1636,24
80,2778,28
25,2770,82
53,3326,2
80,215334,1419
3306,1832,39
53,4411,27
3306,4756,45
443,194,27
53,1319,4
3306,4090,42
80,969,8
80,3895,9
80,145991,960
53,1628,29
22,26884,242
22,4682,16
3306,3930,46
22,1926,72
80,1729,43
443,545124,554
3306,1416,15
20,3165,62
53,775,4
80,1454,3
80,712,46
3306,2947,49
3306,1894,24
22,479,16
80,464,1
22,3549,24
443,3094,21
443,664817,528
443,1500,41
3306,3153,12
22,2292,39
3306,3771,19
443,477373,360
80,3120,45
22,27322,194
443,676902,476
80,280282,980
53,4394,8
3306,1611,34
3306,1761,14
22,2228,40
80,3727,3
53,2509,21
53,3698,21
53,3600,11
22,208,3
80,176361,1265
22,1984,14
443,3147,13
143,4715,72
80,193945,1390
443,2450,25
80,3863,30
53,2356,43
53,4104,3
22,1167,81
53,1818,1
22,51689,238
3306,3116,10
53,2983,17
22,33144,213
53,2725,37
80,3767,35
3306,1150,47
22,43907,181
23,2535,88
80,4847,20
443,699271,563
443,483081,351
3306,941,3
22,930,31
443,391,12
80,182855,1364
443,2471,27
3306,2910,11
3306,4255,24
443,4412,20
3306,2729,23
80,2948,65
22,3861,26
3306,694,5
3306,1545,26
443,3540,24
3306,1877,31
22,28320,235
443,4163,27
22,2252,48
53,3384,43
443,2093,40
22,39634,203
443,3337,27
443,491226,647
3306,2539,39
80,1722,47
53,1271,8
22,903,44
80,4876,6
22,56017,218
3306,404,48
80,941,6
53,3697,50
443,4340,31
3306,3089,21
443,4222,97
22,4502,14
3306,4481,9
22,57641,230
80,3833,22
443,364,5
22,345,31
53,338,49
25,1614,98
3306,2275,44
443,322167,686
80,3836,87
3306,1442,18
53,1276,61
80,175203,1300
22,2095,7
443,818,9
443,565136,328
53,4269,36
22,1009,38
80,644,3
443,3566,21
443,1501,33
53,284,39
443,3483,16
22,35494,227
80,4242,46
443,559456,512
443,428537,468
80,1646,66
443,3049,26
53,3588,3
80,4553,17
3306,1958,16
443,401,14
22,2890,49
80,3805,78
53,3949,16
22,1080,47
443,695408,493
443,3752,3
22,3648,1
80,2128,48
3306,4792,21
3306,1365,46
53,4755,37
22,956,30
53,2806,26
443,449524,633
53,535,3
3306,2040,19
80,3346,38
3306,1406,33
80,277,32
22,1884,36
80,4973,37
3306,1751,34
443,3637,2
22,1545,5
80,2539,9
3306,2792,48
53,3847,19
22,44478,204
3306,1658,30
443,666046,560
80,506,50
23,1038,62
22,2067,49
53,4857,24
80,662,21
443,664,27
53,1100,29
443,395,28
53,4480,21
3306,477,39
22,31045,198
443,3019,14
443,435,27
443,2667,12
22,3194,37
25,1208,99
53,4412,16
443,344165,424
80,670,24
22,4021,40
22,51880,223
3306,3065,50
3306,3137,18
80,1130,20
22,1076,25
53,3979,50
53,4626,37
22,4487,18
3306,224,50
53,2892,18
443,430618,625
53,484,2
443,4736,17
80,3006,15
3306,2160,46
80,2495,13
22,2404,40
53,292,7
80,1064,1
3306,4956,11
80,3474,48
53,3125,9
80,4095,38
53,2250,20
80,1459,45
22,42123,213
80,4496,29
80,3165,24
3306,2652,20
443,1724,48
443,1057,6
80,3492,43
3306,3305,32
22,1468,21
22,1214,38
22,4803,10
3306,4467,50
443,649243,627
53,3056,47
443,2567,4
22,4898,2
22,3573,46
53,1798,34
3306,2785,39
443,4150,34
80,4832,30
22,26831,248
22,571,22
443,637104,555
80,3345,31
22,4754,5
80,4880,30
22,34175,225
443,438,48
20,3346,82
22,4772,28
80,1419,43
53,1457,40
443,500878,580
3306,1351,32
80,288663,1483
443,4470,42
443,3122,21
53,4046,17
80,4704,37
3306,4749,5
22,4805,41
443,1367,6
443,1971,28
53,3578,31
20,2283,116
80,4726,38
22,2276,31
80,1875,24
22,42973,201
3306,562,33
22,26480,199
80,236000,1060
443,2135,49
3306,1686,5
22,4986,27
25,2635,119
53,2067,50
22,3134,39
22,4143,18
20,4662,116
80,2406,11
22,599,21
443,2189,20
3306,2044,45
443,2792,38
3306,1076,10
80,233741,1454
80,3443,26
80,142,25
443,157,9
22,27962,242
53,4334,16
53,186,6
80,3046,33
53,1908,22
53,1171,4
443,4155,97
443,3822,40
80,201137,1041
80,138845,1076
3306,1308,49
53,4432,48
22,3690,17
443,3581,40
22,2999,48
80,104649,1328
3306,3683,10
3306,1860,27
443,2878,12
443,549393,454
22,1949,7
3306,3354,1
22,3927,9
22,38541,211
443,4859,2
443,2826,35
443,2579,16
80,1088,36
443,852,6
80,244589,1405
21,1774,81
53,3847,24
443,427186,587
80,3888,15
53,2706,9
443,4312,27
23,1363,66
3306,4592,39
80,3470,9
3306,1291,4
443,522142,382
80,4680,23
22,27047,221
53,2875,38
22,2608,88
443,639090,660
3306,687,3
22,189,40
22,41608,218
3306,2274,19
443,1351,26
22,2095,15
22,4939,4
80,4596,19
80,717,39
443,3445,25
443,3073,29
80,3140,10
3306,4557,11
22,53730,189
22,1012,9
443,1693,105
22,4386,38
53,4778,21
53,3620,22
3306,1856,1
80,206,38
53,4183,23
443,962,50
22,4713,15
80,1465,44
443,3888,37
3306,3936,26
443,2566,22
3306,1730,24
443,2971,23
53,3062,34
53,2674,45
3306,1585,12
80,838,4
3306,2695,23
22,1409,42
80,4844,34
443,1006,19
22,43494,183
443,3802,32
22,3981,42
80,114012,988
443,1411,48
443,420074,420
3306,1505,36
22,1364,43
443,3735,1
53,4293,29
443,4669,20
53,1984,68
3306,3634,30
443,4867,3
3306,4298,3
22,2118,48
53,783,6
443,411326,361
22,4051,43
443,2165,29
22,833,22
22,44527,220
3306,3851,9
443,4071,3
3306,2548,7
80,1470,21
443,445936,308
53,1982,19
3306,2676,12
143,1138,82
22,2241,8
80,2733,24
443,632245,513
80,1383,34
3306,4025,38
80,258080,1241
443,2019,27
443,379,38
80,245796,1074
53,4022,34
22,2256,45
22,1145,4
80,149870,954
22,4317,16
80,118942,1271
53,2540,50
80,2481,50
443,2132,40
80,2145,104
3306,738,8
22,41948,235
53,1163,28
80,571,47
22,25166,182
22,3894,13
443,602148,355
80,870,23
22,1740,32
22,2678,40
443,581350,647
3306,2270,38
3306,3286,7
3306,2524,10
80,3486,20
22,2654,43
22,493,39
22,2038,11
80,1309,2
22,2224,35
80,3983,9
443,2573,30
22,1134,41
53,4767,36
443,4184,34
22,3975,50
22,1066,3
443,1384,18
22,4989,45
80,3510,9
80,103254,1305
22,28347,238
443,460,42
3306,3888,21
22,1340,26
53,3124,46
53,4591,38
80,3194,23
80,463,38
443,2638,26
443,1610,12
3306,4869,20
53,444,37
25,4500,60
443,3716,60
22,3783,47
443,2282,42
80,283394,1497
3306,4351,25
443,1911,18
443,3881,21
53,4268,23
22,1511,3
22,887,27
53,184,4
53,3549,48
3306,2200,28
443,1808,30
53,3775,2
22,1578,50
3306,1900,50
3306,3728,23
22,2532,31
443,4038,44
80,240965,958
80,133548,1490
80,1279,25
25,1073,108
443,201,48
443,531279,326
443,166,39
3306,1169,20
80,1469,29
53,1740,20
443,4692,43
443,492,11
22,168,38
21,3488,116
53,213,21
443,395529,307
3306,3519,42
80,1991,32
443,419870,585
443,3602,3
3306,1088,7
80,4514,25
22,30226,184
3306,2474,13
22,1123,2
80,2729,45
443,3367,33
80,4371,28
22,49528,223
80,239111,952
53,1128,12
53,4717,38
80,4881,7
443,454229,644
3306,3000,5
80,1486,24
53,4915,17
80,867,15
22,3318,25
53,455,47
53,4395,22
22,51995,192
22,1308,45
3306,4658,13
443,518825,640
53,3756,19
22,2937,4
22,3402,32
53,2649,4
3306,1182,7
22,2633,118
23,4143,101
80,4533,13
22,1002,2
443,594631,474
80,4504,35
80,4791,31
443,3487,5
22,1642,38
53,4747,3
3306,452,35
443,245,25
22,1900,17
80,4660,13
22,53200,240
3306,4322,43
3306,1023,5
80,3675,27
22,27824,239
3306,2006,27
53,2019,42
80,1259,28
80,230118,1054
443,4780,22
80,2475,83
3306,3238,25
3306,1566,46
22,1090,7
3306,3800,17
22,4664,29
53,4309,15
80,700,43
22,33943,218
3306,1755,43
22,1945,40
443,2706,20
53,2052,30
443,1135,4
3306,362,12
53,2636,28
80,4564,33
80,1401,14
22,33934,194
3306,1393,39
22,3908,41
80,126764,971
3306,2052,21
80,4874,35
53,3514,9
3306,2040,38
80,110373,1292
443,481614,396
80,1105,45
443,1747,37
53,1567,17
53,3175,41
22,398,21
3306,4273,27
443,465,34
53,1635,3
443,2184,13
443,2303,20
80,2622,2
443,535,47
22,3554,44
53,2249,6
53,1442,23
80,1248,40
20,4025,108
22,3622,22
80,4991,45
443,451920,406
3306,4968,49
53,952,45
3306,4957,32
22,446,5
53,1327,39
53,4688,1
443,2975,19
23,2117,97
80,2924,39
80,282947,1491
53,407,7
22,3965,44
443,370346,411
80,191063,1139
53,2345,19
443,2582,27
80,1899,16
22,3039,9
80,3726,31
443,315858,355
53,4396,40
53,1102,28
443,2692,42
3306,3969,47
443,403141,695
53,3769,5
53,4305,15
53,305,5
443,2164,9
443,587107,695
22,4652,20
443,2334,19
53,3506,38
3306,1089,39
3306,3655,43
3306,4592,46
80,214,47
53,4117,17
22,386,46
22,4194,45
80,166268,1443
143,3445,65
53,1233,13
53,3743,31
3306,2221,9
3306,3642,17
80,3068,49
53,1437,24
443,348,17
22,2733,10
53,1102,35
80,986,16
443,1143,24
53,3589,26
80,1648,49
443,363437,541
443,633,25
53,3028,13
443,463,6
22,46894,225
53,1012,14
3306,1567,49
53,4929,8
22,3607,4
80,1991,1
3306,4316,5
22,2469,19
22,37925,198
443,1189,3
53,3260,6
22,54293,224
53,506,4
443,1967,50
53,582,26
3306,2144,39
80,3173,13
80,1725,30
80,1474,21
80,1506,20
3306,1794,13
443,1238,17
22,1458,41
443,1409,27
53,2125,42
3306,1794,36
80,299664,935
443,4559,47
3306,4502,41
53,157,41
53,1424,32
22,2041,23
80,2741,13
80,2802,33
443,3013,11
143,1341,77
110,1949,102
53,2168,23
443,943,22
443,812,17
53,2337,50
22,3425,22
3306,2264,2
3306,3775,9
80,288645,1029
22,2254,33
443,1738,6
80,3515,34
22,48440,250
3306,3299,26
53,4856,20
53,2938,43
80,101342,942
443,3712,34
21,2579,101
3306,2537,35
80,134125,949
80,1883,6
22,2165,44
22,883,26
80,114593,1463
22,54167,199
443,4188,13
80,183737,1149
3306,1303,41
443,589257,300
80,1337,1
22,896,23
443,4437,29
3306,4663,26
80,2668,41
53,2380,49
22,59189,215
22,3268,43
443,942,34
443,3013,14
80,193063,1305
22,58811,240
53,2383,1
443,854,25
443,581035,681
22,53647,224
443,2340,9
3306,2529,35
80,3699,3
53,4267,29
80,2803,28
80,1348,2
443,2433,17
3306,4506,35
80,177506,1108
80,185263,920
22,27679,221
80,297520,1320
23,1358,92
53,1896,11
22,3841,115
3306,358,8
22,40218,206
80,137617,1498
443,2806,33
22,3322,35
22,1676,41
22,37557,226
80,500,2
3306,1713,46
53,1639,33
3306,2846,28
443,1255,32
53,4043,73
22,3692,16
110,4143,108
80,2587,27
22,32821,187
80,222998,1244
443,4455,30
53,2470,21
80,3544,7
22,4790,50
3306,2034,29
80,3139,13
443,4035,65
80,2443,35
53,4418,32
443,2276,6
3306,1749,44
80,3759,84
53,2376,6
22,2831,19
443,1171,37
80,203361,1317
3306,1047,28
3306,3610,48
53,2445,41
443,2617,17
80,2657,31
3306,2973,6
22,2670,23
443,1625,25
143,3279,71
443,390,17
80,285301,1463
53,298,36
80,2328,1
80,2850,41
443,4702,3
80,1451,29
53,2488,10
22,1374,17
3306,3119,35
53,3315,15
53,893,18
53,837,22
443,3214,27
443,2149,32
443,371829,667
3306,2043,13
22,1745,20
443,3267,40
53,3683,1
53,291,20
